**********************************************
ItemStrings.txt
locale: zhCN
revision: 55586
version: 14
build: 3.4.3
ExportTime: 2024-07-18 19:46:45
Total Items: 14734
**********************************************
    [1, 1]: 38082
    [9, 514]: 15612:440
    [9, 515]: 36385:-11
    [9, 516]: 36381:-11
    [9, 517]: 24817:-11
    [9, 518]: 14242:449
    [9, 519]: 37965
    [9, 520]: 21775
    [9, 521]: 36364
    [9, 522]: 36366
    [9, 523]: 36363
    [9, 524]: 36369
    [9, 525]: 36365
    [9, 526]: 36368
    [9, 527]: 36247
    [9, 528]: 36246
    [9, 529]: 36249
    [9, 530]: 36250
    [9, 531]: 44667
    [9, 532]: 36414
    [9, 533]: 36650
    [9, 534]: 41164
    [9, 535]: 38347
    [9, 536]: 34736
    [9, 537]: 34754
    [9, 538]: 34748
    [9, 539]: 36245
    [9, 540]: 36243
    [9, 541]: 36244
    [9, 542]: 44673
    [9, 543]: 45735
    [9, 544]: 36023
    [9, 545]: 36026
    [9, 546]: 36024
    [9, 547]: 36019
    [9, 548]: 36021
    [9, 549]: 36020
    [9, 550]: 15487:674
    [9, 551]: 3186:675
    [9, 552]: 36391:-14
    [9, 553]: 10134:698
    [9, 554]: 15241:672
    [9, 555]: 15241:674
    [9, 556]: 15213:677
    [9, 557]: 14967:702
    [9, 558]: 9931:693
    [9, 559]: 36299:-14
    [9, 560]: 15134:696
    [9, 561]: 15224:672
    [9, 562]: 15115:678
    [9, 563]: 36429:-14
    [9, 564]: 15232:675
    [9, 565]: 15230:673
    [9, 566]: 864:678
    [9, 567]: 2819:674
    [9, 568]: 9869:687
    [9, 569]: 36329:-14
    [9, 570]: 10089:692
    [9, 571]: 24807:-14
    [9, 572]: 25329:-14
    [9, 573]: 25142:-14
    [9, 574]: 6551:673
    [9, 575]: 14964:693
    [9, 576]: 9789:676
    [9, 577]: 9789:678
    [9, 578]: 36271:-14
    [9, 579]: 24927:-14
    [9, 580]: 36207:-14
    [9, 581]: 36208:-14
    [9, 582]: 14926:700
    [9, 583]: 15234:680
    [9, 584]: 15226:678
    [9, 585]: 10387:706
    [9, 586]: 10391:693
    [9, 587]: 9817:679
    [9, 588]: 24845:-14
    [9, 589]: 10380:705
    [9, 590]: 15212:672
    [9, 591]: 15212:674
    [9, 592]: 15212:673
    [9, 593]: 24976:-14
    [9, 594]: 15211:672
    [9, 595]: 15211:671
    [9, 596]: 15211:670
    [9, 597]: 3740:670
    [9, 598]: 3740:672
    [9, 599]: 4562:670
    [9, 600]: 4562:672
    [9, 601]: 15271:714
    [9, 602]: 25330:-14
    [9, 603]: 39507:-14
    [9, 604]: 24939:-14
    [9, 605]: 44742:-14
    [9, 606]: 15225:675
    [9, 607]: 12040:682
    [9, 608]: 3193:676
    [9, 609]: 3193:678
    [9, 610]: 15219:687
    [9, 611]: 15507:672
    [9, 612]: 9775:675
    [9, 613]: 15273:720
    [9, 614]: 25115:-14
    [9, 615]: 12013:689
    [9, 616]: 31249:-14
    [9, 617]: 24742:-14
    [9, 618]: 25050:-14
    [9, 619]: 789:672
    [9, 620]: 789:670
    [9, 621]: 12007:675
    [9, 622]: 24726:-14
    [9, 623]: 9896:682
    [9, 624]: 15215:679
    [9, 625]: 3430:676
    [9, 626]: 36233:-14
    [9, 627]: 36232:-14
    [9, 628]: 25250:-14
    [9, 629]: 36245:-14
    [9, 630]: 3187:681
    [9, 631]: 15238:687
    [9, 632]: 4567:675
    [9, 633]: 36540:-14
    [9, 634]: 3197:693
    [9, 635]: 39897:-14
    [9, 636]: 15229:686
    [9, 637]: 10122:702
    [9, 638]: 31195:-14
    [9, 639]: 15216:684
    [9, 640]: 9891:687
    [9, 641]: 36415:-14
    [9, 642]: 36165:-14
    [9, 643]: 36169:-14
    [9, 644]: 36571:-14
    [9, 645]: 14917:694
    [9, 646]: 10281:703
    [9, 647]: 14915:711
    [9, 648]: 1625:699
    [9, 649]: 12008:676
    [9, 650]: 4088:681
    [9, 651]: 31163:-14
    [9, 652]: 36427:-14
    [9, 653]: 36433:-14
    [9, 654]: 36279:-14
    [9, 655]: 36280:-14
    [9, 656]: 36342:-14
    [9, 657]: 36292:-14
    [9, 658]: 3201:687
    [9, 659]: 36437:-14
    [9, 660]: 15269:681
    [9, 661]: 36109:-14
    [9, 662]: 3195:675
    [9, 663]: 15233:678
    [9, 664]: 3210:685
    [9, 665]: 25325:-14
    [9, 666]: 36422:-14
    [9, 667]: 36440:-14
    [9, 668]: 36517:-14
    [9, 669]: 15641:696
    [9, 670]: 865:675
    [9, 671]: 36240:-14
    [9, 672]: 25031:-14
    [9, 673]: 15244:680
    [9, 674]: 15249:684
    [9, 675]: 15243:677
    [9, 676]: 15243:676
    [9, 677]: 3196:673
    [9, 678]: 3196:675
    [9, 679]: 15223:670
    [9, 680]: 15223:672
    [9, 681]: 9840:683
    [9, 682]: 15252:708
    [9, 683]: 15248:676
    [9, 684]: 15250:690
    [9, 685]: 36708:-14
    [9, 686]: 20964:687
    [9, 687]: 20964:689
    [9, 688]: 36483:-14
    [9, 689]: 1207:678
    [9, 690]: 24821:-14
    [9, 691]: 36532:-14
    [9, 692]: 15291:678
    [9, 693]: 15291:680
    [9, 694]: 40319
    [9, 695]: 2799
    [9, 696]: 3172
    [9, 697]: 2677
    [9, 698]: 2687
    [9, 699]: 724
    [9, 700]: 4796
    [9, 701]: 10592
    [9, 702]: 10501
    [9, 703]: 8485
    [9, 704]: 8489
    [9, 705]: 8487
    [9, 706]: 8486
    [9, 707]: 8490
    [9, 708]: 8488
    [9, 709]: 8491
    [9, 710]: 13452
    [9, 711]: 8956
    [9, 712]: 37638
    [9, 713]: 3187
    [9, 714]: 42908
    [9, 715]: 42464
    [9, 716]: 39358
    [9, 717]: 36703
    [9, 718]: 36436
    [9, 719]: 4542
    [9, 720]: 3417
    [9, 721]: 12001
    [9, 722]: 36923
    [9, 723]: 24962
    [9, 724]: 24961
    [9, 725]: 24964
    [9, 726]: 24958
    [9, 727]: 24959
    [9, 728]: 24960
    [9, 729]: 47514
    [9, 730]: 21177
    [9, 731]: 36514
    [9, 732]: 36922
    [9, 733]: 43365
    [9, 734]: 13006
    [9, 735]: 33119
    [9, 736]: 50636
    [9, 737]: 40691
    [9, 738]: 27855
    [9, 739]: 13073
    [9, 740]: 50610
    [9, 741]: 11972
    [9, 742]: 20950
    [9, 743]: 20867
    [9, 744]: 47509
    [9, 745]: 40519
    [9, 746]: 10503
    [9, 747]: 40680
    [9, 748]: 46398
    [9, 749]: 36419
    [9, 750]: 3188
    [9, 751]: 25070
    [9, 752]: 11994
    [9, 753]: 25106
    [9, 754]: 5542
    [9, 755]: 32243
    [9, 756]: 36441
    [9, 757]: 36655
    [9, 758]: 20815
    [9, 759]: 24270
    [9, 760]: 45992
    [9, 761]: 40562
    [9, 762]: 40401
    [9, 763]: 45530
    [9, 764]: 11968
    [9, 765]: 7609
    [9, 766]: 25057
    [9, 767]: 36221
    [9, 768]: 36223
    [9, 769]: 36222
    [9, 770]: 36225
    [9, 771]: 36226
    [9, 772]: 36224
    [9, 773]: 36220
    [9, 774]: 36219
    [9, 775]: 37859
    [9, 776]: 42365
    [9, 777]: 42371
    [9, 778]: 20869
    [9, 779]: 2798
    [9, 780]: 40347
    [9, 781]: 12410
    [9, 782]: 5759
    [9, 783]: 21752
    [9, 784]: 15997
    [9, 785]: 15993
    [9, 786]: 12408
    [9, 787]: 12414
    [9, 788]: 12645
    [9, 789]: 10620
    [9, 790]: 16000
    [9, 791]: 24235
    [9, 792]: 12406
    [9, 793]: 12359
    [9, 794]: 15994
    [9, 795]: 45038
    [9, 796]: 46017
    [9, 797]: 37260
    [9, 798]: 45485
    [9, 799]: 37772
    [9, 800]: 44312
    [9, 801]: 50714
    [9, 802]: 38671
    [9, 803]: 31303
    [9, 804]: 47144
    [9, 805]: 44697
    [9, 806]: 39510
    [9, 807]: 47547
    [9, 808]: 50706
    [9, 809]: 2723
    [9, 810]: 39520
    [9, 811]: 35954
    [9, 812]: 35950
    [9, 813]: 2678
    [9, 814]: 39407
    [9, 815]: 45785
    [9, 816]: 1713
    [9, 817]: 20879
    [9, 818]: 22575
    [9, 819]: 833
    [9, 820]: 45830
    [9, 821]: 31329
    [9, 822]: 31335
    [9, 823]: 37657
    [9, 824]: 45479
    [9, 825]: 12803
    [9, 826]: 37704
    [9, 827]: 40915
    [9, 828]: 42469
    [9, 829]: 44662
    [9, 830]: 24083
    [9, 831]: 39392
    [9, 832]: 42461
    [9, 833]: 46372
    [9, 834]: 44953
    [9, 835]: 1797
    [9, 836]: 25405
    [9, 837]: 47190
    [9, 838]: 2092
    [9, 839]: 36862
    [9, 840]: 2362
    [9, 841]: 35661
    [9, 842]: 39294
    [9, 843]: 13757
    [9, 844]: 25149
    [9, 845]: 41357
    [9, 846]: 41345
    [9, 847]: 39230
    [9, 848]: 37696
    [9, 849]: 34658
    [9, 850]: 40284
    [9, 851]: 36610
    [9, 852]: 39234
    [9, 853]: 45663
    [9, 854]: 45489
    [9, 855]: 22828
    [9, 856]: 31143
    [9, 857]: 34440
    [9, 858]: 37371
    [9, 859]: 47527
    [9, 860]: 13056
    [9, 861]: 897
    [9, 862]: 43392
    [9, 863]: 40351
    [9, 864]: 45845
    [9, 865]: 37593
    [9, 866]: 45805
    [9, 867]: 42974
    [9, 868]: 9424
    [9, 869]: 43413
    [9, 870]: 31286
    [9, 871]: 4464
    [9, 872]: 25185
    [9, 873]: 43994
    [9, 874]: 40187
    [9, 875]: 45760
    [9, 876]: 15265
    [9, 877]: 42472
    [9, 878]: 50209
    [9, 879]: 41238
    [9, 880]: 42456
    [9, 881]: 50692
    [9, 882]: 50659
    [9, 883]: 2576
    [9, 884]: 6241
    [9, 885]: 13897
    [9, 886]: 6795
    [9, 887]: 10040
    [9, 888]: 39899
    [9, 889]: 10008
    [9, 890]: 6787
    [9, 891]: 23768
    [9, 892]: 5574
    [9, 893]: 2311
    [9, 894]: 29904
    [9, 895]: 12205
    [9, 896]: 36443
    [9, 897]: 25049
    [9, 898]: 15869
    [9, 899]: 43536
    [9, 900]: 50660
    [9, 901]: 50604
    [9, 902]: 40263
    [9, 903]: 15986
    [9, 904]: 20864
    [9, 905]: 22526
    [9, 906]: 44822
    [9, 907]: 1315
    [9, 908]: 9905
    [9, 909]: 45834
    [9, 910]: 43119
    [9, 911]: 24057
    [9, 912]: 32216
    [9, 913]: 23109
    [9, 914]: 40134
    [9, 915]: 28042
    [9, 916]: 9912
    [9, 917]: 9908
    [9, 918]: 39943
    [9, 919]: 40027
    [9, 920]: 30603
    [9, 921]: 50718
    [9, 922]: 15263
    [9, 923]: 9907
    [9, 924]: 3356
    [9, 925]: 45077
    [9, 926]: 37692
    [9, 927]: 22373
    [9, 928]: 43851
    [9, 929]: 7279
    [9, 930]: 1505
    [9, 931]: 148
    [9, 932]: 4289
    [9, 933]: 13131
    [9, 934]: 14900
    [9, 935]: 14662
    [9, 936]: 35654
    [9, 937]: 11140
    [9, 938]: 14271
    [9, 939]: 14273
    [9, 940]: 14270
    [9, 941]: 40371
    [9, 942]: 37766
    [9, 943]: 37140
    [9, 944]: 37156
    [9, 945]: 37143
    [9, 946]: 44675:-89
    [9, 947]: 44696:-89
    [9, 948]: 44666:-89
    [9, 949]: 44740:-89
    [9, 950]: 44672:-89
    [9, 951]: 44669:-89
    [9, 952]: 44697:-89
    [9, 953]: 44732:-89
    [9, 954]: 44671:-89
    [9, 955]: 37163
    [9, 956]: 24368
    [9, 957]: 11977
    [9, 958]: 22861
    [9, 959]: 8839
    [9, 960]: 45519
    [9, 961]: 45838
    [9, 962]: 18295
    [9, 963]: 47111
    [9, 964]: 45797
    [9, 965]: 43493
    [9, 966]: 37219
    [9, 967]: 40370
    [9, 968]: 47510
    [9, 969]: 40684
    [9, 970]: 39259
    [9, 971]: 45627
    [9, 972]: 42408
    [9, 973]: 15871
    [9, 974]: 18631
    [9, 975]: 7960
    [9, 976]: 29158
    [9, 977]: 11144
    [9, 978]: 21765
    [9, 979]: 7911
    [9, 980]: 6037
    [9, 981]: 869
    [9, 982]: 24065
    [9, 983]: 32225
    [9, 984]: 37798
    [9, 985]: 40205
    [9, 986]: 29539
    [9, 987]: 29502
    [9, 988]: 4829
    [9, 989]: 19258
    [9, 990]: 19264
    [9, 991]: 19260
    [9, 992]: 19259
    [9, 993]: 19262
    [9, 994]: 19265
    [9, 995]: 19263
    [9, 996]: 19261
    [9, 997]: 19257
    [9, 998]: 15238
    [9, 999]: 47566
    [9, 1000]: 25028
    [10, 1]: 25024
    [10, 2]: 36673
    [10, 3]: 42897
    [10, 4]: 8163
    [10, 5]: 8160
    [10, 6]: 8162
    [10, 7]: 4567
    [10, 8]: 40333
    [10, 9]: 38457
    [10, 10]: 854
    [10, 11]: 1812
    [10, 12]: 853
    [10, 13]: 15810
    [10, 14]: 422
    [10, 15]: 2099
    [10, 16]: 2072
    [10, 17]: 36863
    [10, 18]: 2073
    [10, 19]: 12003
    [10, 20]: 8150
    [10, 21]: 9405
    [10, 22]: 12989
    [10, 23]: 1958
    [10, 24]: 44685
    [10, 25]: 8394
    [10, 26]: 13030
    [10, 27]: 1718
    [10, 28]: 37812
    [10, 29]: 36540
    [10, 30]: 2450
    [10, 31]: 43248
    [10, 32]: 36487
    [10, 33]: 1930
    [10, 34]: 1934
    [10, 35]: 14410
    [10, 36]: 14411
    [10, 37]: 14408
    [10, 38]: 24986
    [10, 39]: 25165
    [10, 40]: 24985
    [10, 41]: 24984
    [10, 42]: 24983
    [10, 43]: 24982
    [10, 44]: 4810
    [10, 45]: 23320
    [10, 46]: 45778
    [10, 47]: 11630
    [10, 48]: 37650
    [10, 49]: 19808
    [10, 50]: 9384
    [10, 51]: 9427
    [10, 52]: 46379
    [10, 53]: 3197
    [10, 54]: 15260
    [10, 55]: 13423
    [10, 56]: 41803
    [10, 57]: 4594
    [10, 58]: 13422
    [10, 59]: 13059
    [10, 60]: 9382
    [10, 61]: 2901
    [10, 62]: 37209
    [10, 63]: 21213
    [10, 64]: 25420
    [10, 65]: 43588
    [10, 66]: 43587
    [10, 67]: 43586
    [10, 68]: 14774
    [10, 69]: 14768
    [10, 70]: 14777
    [10, 71]: 45998
    [10, 72]: 25346
    [10, 73]: 39203
    [10, 74]: 11407
    [10, 75]: 45039
    [10, 76]: 25
    [10, 77]: 25406
    [10, 78]: 25389
    [10, 79]: 25390
    [10, 80]: 38607
    [10, 81]: 42945
    [10, 82]: 47003
    [10, 83]: 37197
    [10, 84]: 2934
    [10, 85]: 48691
    [10, 86]: 43427
    [10, 87]: 42962
    [10, 88]: 44376
    [10, 89]: 50613
    [10, 90]: 37775
    [10, 91]: 37752
    [10, 92]: 40106
    [10, 93]: 35221
    [10, 94]: 5182
    [10, 95]: 40345
    [10, 96]: 8165
    [10, 97]: 40182
    [10, 98]: 27541
    [10, 99]: 45182
    [10, 100]: 40063
    [10, 101]: 39992
    [10, 102]: 25188
    [10, 103]: 25301
    [10, 104]: 36596
    [10, 105]: 33422
    [10, 106]: 39210
    [10, 107]: 43426
    [10, 108]: 39256
    [10, 109]: 10583
    [10, 110]: 35128
    [10, 111]: 23785
    [10, 112]: 23573
    [10, 113]: 36981
    [10, 114]: 8206
    [10, 115]: 8203
    [10, 116]: 8171
    [10, 117]: 8170
    [10, 118]: 3036
    [10, 119]: 1080
    [10, 120]: 117
    [10, 121]: 4569
    [10, 122]: 33449
    [10, 123]: 2254
    [10, 124]: 2915
    [10, 125]: 13199
    [10, 126]: 25018
    [10, 127]: 31298
    [10, 128]: 25020
    [10, 129]: 25016
    [10, 130]: 1263
    [10, 131]: 2266
    [10, 132]: 2265
    [10, 133]: 5109
    [10, 134]: 2267
    [10, 135]: 17007
    [10, 136]: 36513
    [10, 137]: 47098
    [10, 138]: 45156
    [10, 139]: 45704
    [10, 140]: 36594
    [10, 141]: 206953
    [10, 142]: 24900
    [10, 143]: 37686
    [10, 144]: 40096
    [10, 145]: 33426
    [10, 146]: 28058
    [10, 147]: 40176
    [10, 148]: 24896
    [10, 149]: 24895
    [10, 150]: 40264
    [10, 151]: 39985
    [10, 152]: 19705
    [10, 153]: 1608
    [10, 154]: 31180
    [10, 155]: 24775
    [10, 156]: 24776
    [10, 157]: 24779
    [10, 158]: 24780
    [10, 159]: 46967
    [10, 160]: 23117
    [10, 161]: 43118
    [10, 162]: 15388
    [10, 163]: 43241
    [10, 164]: 4324
    [10, 165]: 7048
    [10, 166]: 4319
    [10, 167]: 7046
    [10, 168]: 7052
    [10, 169]: 37884
    [10, 170]: 7060
    [10, 171]: 24364
    [10, 172]: 45152
    [10, 173]: 37262
    [10, 174]: 39897
    [10, 175]: 20866
    [10, 176]: 39343
    [10, 177]: 41603
    [10, 178]: 44732
    [10, 179]: 44442
    [10, 180]: 37612
    [10, 181]: 11999
    [10, 182]: 12031
    [10, 183]: 50206
    [10, 184]: 3365
    [10, 185]: 1376
    [10, 186]: 1378
    [10, 187]: 1374
    [10, 188]: 37218
    [10, 189]: 27673
    [10, 190]: 25314
    [10, 191]: 10036
    [10, 192]: 15972
    [10, 193]: 14129
    [10, 194]: 14124
    [10, 195]: 14122
    [10, 196]: 14123
    [10, 197]: 14131
    [10, 198]: 36663:-39
    [10, 199]: 36052:-39
    [10, 200]: 36054:-39
    [10, 201]: 36058:-39
    [10, 202]: 36056:-39
    [10, 203]: 36051:-39
    [10, 204]: 36053:-39
    [10, 205]: 36444:-39
    [10, 206]: 36469:-39
    [10, 207]: 36429:-39
    [10, 208]: 51991:-39
    [10, 209]: 51995:-39
    [10, 210]: 36460:-39
    [10, 211]: 36666:-39
    [10, 212]: 36405:-39
    [10, 213]: 24704:-39
    [10, 214]: 24612:-39
    [10, 215]: 24606:-39
    [10, 216]: 24695:-39
    [10, 217]: 36667:-39
    [10, 218]: 24673:-39
    [10, 219]: 24674:-39
    [10, 220]: 24583:-39
    [10, 221]: 24682:-39
    [10, 222]: 36420:-39
    [10, 223]: 31554:-39
    [10, 224]: 31570:-39
    [10, 225]: 44676:-39
    [10, 226]: 36465:-39
    [10, 227]: 24844:-39
    [10, 228]: 31174:-39
    [10, 229]: 24713:-39
    [10, 230]: 24714:-39
    [10, 231]: 35983:-39
    [10, 232]: 35986:-39
    [10, 233]: 35975:-39
    [10, 234]: 35973:-39
    [10, 235]: 24893:-39
    [10, 236]: 25054:-39
    [10, 237]: 36668:-39
    [10, 238]: 36044:-39
    [10, 239]: 36047:-39
    [10, 240]: 36046:-39
    [10, 241]: 36048:-39
    [10, 242]: 36043:-39
    [10, 243]: 36045:-39
    [10, 244]: 24665:-39
    [10, 245]: 44683:-39
    [10, 246]: 36485:-39
    [10, 247]: 41112:-39
    [10, 248]: 42340:-39
    [10, 249]: 35999:-39
    [10, 250]: 35998:-39
    [10, 251]: 35995:-39
    [10, 252]: 35997:-39
    [10, 253]: 24849:-39
    [10, 254]: 24846:-39
    [10, 255]: 44681:-39
    [10, 256]: 44688:-39
    [10, 257]: 36475:-39
    [10, 258]: 24747:-39
    [10, 259]: 24592:-39
    [10, 260]: 24595:-39
    [10, 261]: 24596:-39
    [10, 262]: 24594:-39
    [10, 263]: 24589:-39
    [10, 264]: 24739:-39
    [10, 265]: 24730:-39
    [10, 266]: 44667:-39
    [10, 267]: 36026:-39
    [10, 268]: 36019:-39
    [10, 269]: 36419:-39
    [10, 270]: 36441:-39
    [10, 271]: 25057:-39
    [10, 272]: 36443:-39
    [10, 273]: 25188:-39
    [10, 274]: 36596:-39
    [10, 275]: 36039:-39
    [10, 276]: 36038:-39
    [10, 277]: 36041:-39
    [10, 278]: 36042:-39
    [10, 279]: 36040:-39
    [10, 280]: 36035:-39
    [10, 281]: 31219:-39
    [10, 282]: 44674:-39
    [10, 283]: 35955:-39
    [10, 284]: 24833:-39
    [10, 285]: 24836:-39
    [10, 286]: 36428:-39
    [10, 287]: 25214:-39
    [10, 288]: 25051:-39
    [10, 289]: 25045:-39
    [10, 290]: 24826:-39
    [10, 291]: 31164:-39
    [10, 292]: 36427:-39
    [10, 293]: 36433:-39
    [10, 294]: 24636:-39
    [10, 295]: 35968:-39
    [10, 296]: 35963:-39
    [10, 297]: 35969:-39
    [10, 298]: 49227:-39
    [10, 299]: 45995:-39
    [10, 300]: 36569:-39
    [10, 301]: 35988:-39
    [10, 302]: 35989:-39
    [10, 303]: 36426:-39
    [10, 304]: 36470:-39
    [10, 305]: 36468:-39
    [10, 306]: 24639:-39
    [10, 307]: 24638:-39
    [10, 308]: 24626:-39
    [10, 309]: 36403:-39
    [10, 310]: 24817:-39
    [10, 311]: 36438:-39
    [10, 312]: 31158:-39
    [10, 313]: 31238:-39
    [10, 314]: 25085:-39
    [10, 315]: 19698
    [10, 316]: 19975
    [10, 317]: 36934
    [10, 318]: 9240
    [10, 319]: 43404
    [10, 320]: 35584
    [10, 321]: 31882
    [10, 322]: 31886
    [10, 323]: 31888
    [10, 324]: 31889
    [10, 325]: 31884
    [10, 326]: 31883
    [10, 327]: 31887
    [10, 328]: 31885
    [10, 329]: 31890
    [10, 330]: 15229
    [10, 331]: 36694
    [10, 332]: 2271
    [10, 333]: 31152
    [10, 334]: 29735
    [10, 335]: 40259
    [10, 336]: 37634
    [10, 337]: 39250
    [10, 338]: 10362
    [10, 339]: 18745
    [10, 340]: 45745
    [10, 341]: 43867
    [10, 342]: 45145
    [10, 343]: 42401
    [10, 344]: 10122
    [10, 345]: 31289
    [10, 346]: 44094
    [10, 347]: 31202
    [10, 348]: 17033
    [10, 349]: 31306
    [10, 350]: 10119
    [10, 351]: 10124
    [10, 352]: 17029
    [10, 353]: 6051
    [10, 354]: 45746
    [10, 355]: 45743
    [10, 356]: 36758
    [10, 357]: 37947
    [10, 358]: 23539
    [10, 359]: 18296
    [10, 360]: 37631
    [10, 361]: 24397
    [10, 362]: 18702
    [10, 363]: 37718
    [10, 364]: 40697
    [10, 365]: 25895
    [10, 366]: 41335
    [10, 367]: 44081
    [10, 368]: 40135
    [10, 369]: 39945
    [10, 370]: 40028
    [10, 371]: 48683
    [10, 372]: 42951
    [10, 373]: 211207
    [10, 374]: 12037
    [10, 375]: 44174
    [10, 376]: 41598
    [10, 377]: 36661
    [10, 378]: 36028
    [10, 379]: 36030
    [10, 380]: 36034
    [10, 381]: 36027
    [10, 382]: 43311
    [10, 383]: 36080:-42
    [10, 384]: 51995:-42
    [10, 385]: 36070:-42
    [10, 386]: 45994:-42
    [10, 387]: 44668:-42
    [10, 388]: 44696:-42
    [10, 389]: 44676:-42
    [10, 390]: 36178:-42
    [10, 391]: 24710:-42
    [10, 392]: 44682:-42
    [10, 393]: 24762:-42
    [10, 394]: 24787:-42
    [10, 395]: 41112:-42
    [10, 396]: 42340:-42
    [10, 397]: 36417:-42
    [10, 398]: 44686:-42
    [10, 399]: 44681:-42
    [10, 400]: 44688:-42
    [10, 401]: 24737:-42
    [10, 402]: 24725:-42
    [10, 403]: 44667:-42
    [10, 404]: 36414:-42
    [10, 405]: 44673:-42
    [10, 406]: 24776:-42
    [10, 407]: 36124:-42
    [10, 408]: 36095:-42
    [10, 409]: 31229:-42
    [10, 410]: 44674:-42
    [10, 411]: 36087:-42
    [10, 412]: 49227:-42
    [10, 413]: 36113:-42
    [10, 414]: 36162:-42
    [10, 415]: 36160:-42
    [10, 416]: 25053:-42
    [10, 417]: 37730
    [10, 418]: 1716
    [10, 419]: 36683
    [10, 420]: 37408
    [10, 421]: 15181
    [10, 422]: 15183
    [10, 423]: 39421
    [10, 424]: 31142
    [10, 425]: 36947
    [10, 426]: 36036
    [10, 427]: 36039
    [10, 428]: 36038
    [10, 429]: 36041
    [10, 430]: 36042
    [10, 431]: 8396
    [10, 432]: 3404
    [10, 433]: 36040
    [10, 434]: 729
    [10, 435]: 36035
    [10, 436]: 36037
    [10, 437]: 27671
    [10, 438]: 47066
    [10, 439]: 36921
    [10, 440]: 732
    [10, 441]: 5020
    [10, 442]: 12204
    [10, 443]: 9254
    [10, 444]: 50661
    [10, 445]: 40315
    [10, 446]: 22739
    [10, 447]: 29550
    [10, 448]: 22897
    [10, 449]: 31501
    [10, 450]: 22890
    [10, 451]: 50653
    [10, 452]: 9327
    [10, 453]: 4067
    [10, 454]: 6422
    [10, 455]: 6420
    [10, 456]: 6419
    [10, 457]: 4059
    [10, 458]: 4060
    [10, 459]: 4732
    [10, 460]: 4731
    [10, 461]: 6421
    [10, 462]: 7529
    [10, 463]: 14364
    [10, 464]: 14366
    [10, 465]: 14365
    [10, 466]: 14370
    [10, 467]: 14025
    [10, 468]: 7530
    [10, 469]: 7527
    [10, 470]: 7534
    [10, 471]: 7528
    [10, 472]: 7535
    [10, 473]: 25893
    [10, 474]: 39917
    [10, 475]: 36680
    [10, 476]: 35653
    [10, 477]: 32209
    [10, 478]: 40127
    [10, 479]: 40016
    [10, 480]: 42760
    [10, 481]: 41523
    [10, 482]: 41528
    [10, 483]: 41525
    [10, 484]: 24273
    [10, 485]: 24053
    [10, 486]: 20963
    [10, 487]: 10561
    [10, 488]: 9060
    [10, 489]: 10508
    [10, 490]: 3858
    [10, 491]: 10514
    [10, 492]: 10559
    [10, 493]: 21228
    [10, 494]: 7931
    [10, 495]: 10513
    [10, 496]: 7941
    [10, 497]: 7933
    [10, 498]: 3860
    [10, 499]: 7969
    [10, 500]: 37850
    [10, 501]: 16858
    [10, 502]: 41381
    [10, 503]: 44087
    [10, 504]: 42914
    [10, 505]: 27672
    [10, 506]: 40090
    [10, 507]: 33782
    [10, 508]: 35758
    [10, 509]: 30592
    [10, 510]: 40168
    [10, 511]: 39977
    [10, 512]: 23766
    [10, 513]: 4434
    [10, 514]: 36126
    [10, 515]: 36129
    [10, 516]: 36130
    [10, 517]: 36127
    [10, 518]: 36125
    [10, 519]: 36123
    [10, 520]: 36124
    [10, 521]: 3571
    [10, 522]: 37370
    [10, 523]: 22572
    [10, 524]: 7082
    [10, 525]: 37700
    [10, 526]: 45515
    [10, 527]: 31195
    [10, 528]: 31198
    [10, 529]: 37221
    [10, 530]: 31197
    [10, 531]: 2020
    [10, 532]: 3371
    [10, 533]: 40287
    [10, 534]: 39324
    [10, 535]: 30542
    [10, 536]: 18984
    [10, 537]: 36568
    [10, 538]: 7729
    [10, 539]: 13095
    [10, 540]: 18710
    [10, 541]: 18709
    [10, 542]: 18711
    [10, 543]: 18712
    [10, 544]: 45131
    [10, 545]: 12550
    [10, 546]: 45799
    [10, 547]: 43825
    [10, 548]: 36678
    [10, 549]: 15216
    [10, 550]: 16207
    [10, 551]: 45087
    [10, 552]: 35682
    [10, 553]: 14047
    [10, 554]: 14048
    [10, 555]: 13857
    [10, 556]: 13866
    [10, 557]: 13863
    [10, 558]: 13867
    [10, 559]: 13860
    [10, 560]: 13865
    [10, 561]: 14529
    [10, 562]: 14046
    [10, 563]: 13856
    [10, 564]: 13858
    [10, 565]: 13864
    [10, 566]: 22463
    [10, 567]: 15945
    [10, 568]: 36715
    [10, 569]: 43550
    [10, 570]: 5425
    [10, 571]: 41166
    [10, 572]: 33447
    [10, 573]: 45808
    [10, 574]: 42545
    [10, 575]: 33448
    [10, 576]: 37196
    [10, 577]: 44452
    [10, 578]: 38707
    [10, 579]: 15094
    [10, 580]: 15092
    [10, 581]: 15093
    [10, 582]: 11145
    [10, 583]: 22462
    [10, 584]: 24030
    [10, 585]: 28461
    [10, 586]: 28118
    [10, 587]: 14341
    [10, 588]: 23096
    [10, 589]: 39998
    [10, 590]: 39911
    [10, 591]: 32196
    [10, 592]: 40113
    [10, 593]: 11130
    [10, 594]: 6218
    [10, 595]: 6339
    [10, 596]: 45883
    [10, 597]: 24274
    [10, 598]: 22461
    [10, 599]: 14831
    [10, 600]: 36502
    [10, 601]: 36508
    [10, 602]: 14742
    [10, 603]: 14748
